MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventType,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
8,Opponent8,Opponent8_D3,Opponent8_G1,2H,524.8641259999999,Pass,Simple pass,11.0,13.0,8.0,52.0
8,Opponent8,Opponent8_G1,Opponent8_D1,2H,527.0834089999998,Pass,High pass,8.0,52.0,52.0,80.0
8,Opponent8,Opponent8_D1,Opponent8_M2,2H,532.173652,Pass,High pass,52.0,80.0,85.0,85.0
8,Opponent8,Opponent8_M2,,2H,535.6227840000001,Pass,Simple pass,85.0,85.0,89.0,86.0
8,Huskies,Huskies_D1,,2H,537.5955170000002,Others on the ball,Touch,11.0,14.0,8.0,12.0
8,Opponent8,Opponent8_M2,,2H,538.8642599999998,Pass,Cross,92.0,88.0,86.0,24.0
8,Huskies,Huskies_D3,,2H,540.6507240000001,Others on the ball,Clearance,14.0,76.0,37.0,74.0
8,Opponent8,Opponent8_M1,,2H,545.0116119999998,Duel,Ground defending duel,63.0,26.0,60.0,13.0
8,Huskies,Huskies_M9,,2H,545.0116119999998,Duel,Ground attacking duel,37.0,74.0,40.0,87.0
8,Opponent8,Opponent8_D4,,2H,546.2480850000002,Duel,Ground defending duel,60.0,13.0,23.0,13.0
8,Huskies,Huskies_M9,,2H,546.2480850000002,Duel,Ground attacking duel,40.0,87.0,77.0,87.0
8,Opponent8,Opponent8_M1,Opponent8_D3,2H,552.9356560000001,Pass,Simple pass,23.0,13.0,25.0,23.0
8,Opponent8,Opponent8_D3,Opponent8_M1,2H,558.4497729999998,Pass,Simple pass,25.0,23.0,31.0,28.0
8,Opponent8,Opponent8_M1,Opponent8_D3,2H,560.3732669999999,Pass,Simple pass,31.0,28.0,24.0,23.0
8,Opponent8,Opponent8_D3,Opponent8_G1,2H,563.0323539999999,Pass,Simple pass,24.0,23.0,20.0,40.0
8,Opponent8,Opponent8_G1,,2H,570.4794390000002,Pass,Launch,20.0,40.0,64.0,66.0
8,Huskies,Huskies_D3,,2H,574.242002,Duel,Ground defending duel,36.0,34.0,26.0,40.0
8,Opponent8,Opponent8_F1,,2H,574.2709490000002,Duel,Ground attacking duel,64.0,66.0,74.0,60.0
8,Huskies,Huskies_D3,Huskies_G1,2H,576.0002770000001,Pass,Simple pass,26.0,40.0,10.0,64.0
8,Huskies,Huskies_G1,Huskies_M9,2H,580.0200060000002,Pass,High pass,10.0,64.0,55.0,82.0
8,Huskies,Huskies_M9,,2H,582.0556820000002,Pass,Simple pass,55.0,82.0,57.0,65.0
8,Opponent8,Opponent8_D4,,2H,582.243262,Duel,Ground defending duel,43.0,35.0,60.0,24.0
8,Opponent8,Opponent8_M1,,2H,583.3388150000001,Duel,Ground defending duel,60.0,24.0,56.0,22.0
8,Huskies,Huskies_M1,,2H,583.4756670000002,Duel,Ground attacking duel,40.0,76.0,44.0,78.0
8,Huskies,Huskies_M1,Huskies_D6,2H,584.7068330000002,Pass,Simple pass,44.0,78.0,35.0,88.0
8,Huskies,Huskies_D6,Huskies_D3,2H,586.5968189999999,Pass,Simple pass,35.0,88.0,28.0,38.0
8,Huskies,Huskies_D3,Huskies_M3,2H,589.2205990000002,Pass,Simple pass,28.0,38.0,45.0,39.0
8,Huskies,Huskies_M3,,2H,591.8512139999998,Pass,Simple pass,45.0,39.0,72.0,97.0
8,Opponent8,Opponent8_M1,,2H,633.23362,Foul,Late card foul,56.0,32.0,,
8,Opponent8,Opponent8_M5,,2H,662.9354640000001,Free Kick,Throw in,55.0,99.0,55.0,88.0
8,Opponent8,Opponent8_M2,,2H,666.1781649999998,Pass,Launch,55.0,88.0,76.0,46.0
8,Huskies,Huskies_G1,,2H,679.593723,Pass,Launch,24.0,54.0,66.0,89.0
8,Opponent8,Opponent8_M4,,2H,682.8809249999999,Duel,Air duel,34.0,11.0,22.0,32.0
8,Huskies,Huskies_D6,,2H,683.2313140000001,Duel,Air duel,66.0,89.0,78.0,68.0
8,Opponent8,Opponent8_D3,,2H,684.5904110000001,Pass,Simple pass,22.0,32.0,50.0,53.0
8,Huskies,Huskies_M3,Huskies_F1,2H,687.2417150000001,Pass,Simple pass,50.0,47.0,67.0,30.0
8,Huskies,Huskies_F1,Huskies_D4,2H,688.3890500000002,Pass,Simple pass,67.0,30.0,66.0,5.0
8,Huskies,Huskies_D4,Huskies_F1,2H,691.962438,Pass,Simple pass,66.0,5.0,73.0,27.0
8,Huskies,Huskies_F1,Huskies_M1,2H,695.9324569999999,Pass,Simple pass,73.0,27.0,62.0,67.0
8,Huskies,Huskies_M1,,2H,697.7631780000002,Pass,Simple pass,62.0,67.0,82.0,55.0
8,Opponent8,Opponent8_D4,,2H,698.300745,Duel,Ground defending duel,18.0,45.0,13.0,24.0
8,Huskies,Huskies_M9,,2H,698.300745,Duel,Ground attacking duel,82.0,55.0,87.0,76.0
8,Huskies,Huskies_M9,,2H,700.0685920000001,Shot,Shot,87.0,76.0,100.0,100.0
8,Opponent8,Opponent8_G1,,2H,733.7084840000002,Free Kick,Goal kick,0.0,0.0,60.0,90.0
8,Huskies,Huskies_D3,,2H,736.242452,Duel,Ground loose ball duel,40.0,10.0,34.0,5.0
8,Opponent8,Opponent8_F1,,2H,736.3257829999998,Duel,Ground loose ball duel,60.0,90.0,66.0,95.0
8,Opponent8,Opponent8_M5,,2H,737.4825930000002,Pass,Head pass,66.0,95.0,66.0,72.0
8,Huskies,Huskies_M1,Huskies_M3,2H,738.6227680000002,Pass,Simple pass,34.0,28.0,40.0,24.0
8,Huskies,Huskies_M3,Huskies_D1,2H,739.6938489999998,Pass,Simple pass,40.0,24.0,28.0,48.0
8,Huskies,Huskies_D1,Huskies_M9,2H,741.983694,Pass,Simple pass,28.0,48.0,52.0,52.0
8,Huskies,Huskies_M9,,2H,743.5812430000001,Others on the ball,Touch,52.0,52.0,65.0,38.0
8,Huskies,Huskies_M9,Huskies_D4,2H,748.038853,Pass,Simple pass,65.0,38.0,75.0,5.0
8,Huskies,Huskies_D4,,2H,751.0845589999999,Pass,Cross,75.0,5.0,85.0,100.0
8,Opponent8,Opponent8_D4,,2H,772.7678810000002,Free Kick,Throw in,13.0,0.0,28.0,7.0
8,Opponent8,Opponent8_F1,,2H,774.606878,Duel,Ground loose ball duel,28.0,7.0,38.0,6.0
8,Huskies,Huskies_D1,,2H,776.0346209999998,Pass,Head pass,62.0,94.0,77.0,97.0
8,Opponent8,Opponent8_M1,,2H,778.1472549999999,Duel,Ground attacking duel,23.0,3.0,32.0,5.0
8,Huskies,Huskies_M6,,2H,778.1472549999999,Duel,Ground defending duel,77.0,97.0,68.0,95.0
8,Huskies,Huskies_M9,,2H,780.0377170000002,Others on the ball,Touch,68.0,95.0,72.0,87.0
8,Huskies,Huskies_M9,,2H,781.394667,Foul,Hand foul,72.0,87.0,100.0,100.0
8,Opponent8,Opponent8_D3,,2H,806.989333,Free Kick,Free Kick,28.0,4.0,75.0,63.0
8,Opponent8,Opponent8_F1,,2H,809.8792119999998,Duel,Air duel,75.0,63.0,79.0,33.0
8,Huskies,Huskies_D3,,2H,809.9290500000002,Duel,Air duel,25.0,37.0,21.0,67.0
8,Huskies,Huskies_D1,,2H,812.4953439999999,Pass,High pass,21.0,67.0,61.0,90.0
8,Opponent8,Opponent8_D3,Opponent8_M1,2H,815.4758870000001,Pass,Head pass,39.0,10.0,56.0,29.0
8,Opponent8,Opponent8_M1,,2H,816.963522,Duel,Ground attacking duel,56.0,29.0,62.0,24.0
8,Huskies,Huskies_M1,,2H,816.963522,Duel,Ground defending duel,44.0,71.0,38.0,76.0
8,Opponent8,Opponent8_M1,Opponent8_D4,2H,818.2272189999999,Pass,Simple pass,62.0,24.0,67.0,5.0
8,Opponent8,Opponent8_D4,Opponent8_M2,2H,819.7502370000002,Pass,Simple pass,67.0,5.0,86.0,11.0
8,Opponent8,Opponent8_M2,Opponent8_M4,2H,822.6934510000001,Pass,Simple pass,86.0,11.0,94.0,25.0
8,Opponent8,Opponent8_M4,,2H,823.887655,Pass,Cross,94.0,25.0,87.0,45.0
8,Huskies,Huskies_G1,Huskies_D4,2H,830.489986,Pass,Hand pass,13.0,55.0,29.0,13.0
8,Huskies,Huskies_D4,Huskies_F2,2H,832.9742059999999,Pass,Simple pass,29.0,13.0,40.0,59.0
8,Huskies,Huskies_F2,Huskies_M3,2H,835.7713549999999,Pass,Simple pass,40.0,59.0,34.0,52.0
8,Huskies,Huskies_M3,Huskies_M1,2H,837.855145,Pass,Simple pass,34.0,52.0,49.0,70.0
8,Huskies,Huskies_M1,Huskies_F2,2H,838.87068,Pass,Simple pass,49.0,70.0,53.0,71.0
8,Huskies,Huskies_F2,,2H,842.9100469999998,Pass,Smart pass,53.0,71.0,100.0,95.0
8,Opponent8,Opponent8_G1,,2H,857.728106,Free Kick,Goal kick,0.0,0.0,17.0,15.0
8,Opponent8,Opponent8_D4,,2H,862.2825459999999,Others on the ball,Touch,17.0,15.0,30.0,13.0
8,Opponent8,Opponent8_D4,,2H,865.0593039999999,Pass,High pass,30.0,13.0,98.0,27.0
8,Huskies,Huskies_G1,,2H,900.8343169999998,Free Kick,Goal kick,100.0,100.0,47.0,3.0
8,Opponent8,Opponent8_M5,Opponent8_M2,2H,904.607121,Pass,Simple pass,53.0,97.0,55.0,83.0
8,Opponent8,Opponent8_M2,Opponent8_D1,2H,906.8633220000002,Pass,Simple pass,55.0,83.0,40.0,90.0
8,Opponent8,Opponent8_D1,,2H,907.5139119999999,Pass,Simple pass,40.0,90.0,44.0,85.0
8,Huskies,Huskies_M6,,2H,909.6952200000001,Duel,Ground defending duel,56.0,15.0,50.0,33.0
8,Opponent8,Opponent8_M3,,2H,909.7174070000001,Duel,Ground attacking duel,44.0,85.0,50.0,67.0
8,Huskies,Huskies_M3,Huskies_F1,2H,911.6423709999999,Pass,Simple pass,50.0,33.0,66.0,4.0
8,Huskies,Huskies_F1,Huskies_M6,2H,912.9854359999999,Pass,Simple pass,66.0,4.0,62.0,7.0
8,Huskies,Huskies_M6,Huskies_F1,2H,913.7625549999998,Pass,Simple pass,62.0,7.0,71.0,22.0
8,Huskies,Huskies_F1,,2H,918.4428790000002,Pass,Simple pass,71.0,22.0,80.0,6.0
8,Opponent8,Opponent8_M3,,2H,920.0753300000001,Duel,Ground defending duel,20.0,94.0,11.0,95.0
8,Huskies,Huskies_D4,,2H,920.7225520000002,Duel,Ground attacking duel,80.0,6.0,89.0,5.0
8,Huskies,Huskies_D4,,2H,921.6687280000001,Pass,Cross,89.0,5.0,100.0,100.0
8,Opponent8,Opponent8_D1,,2H,923.1062430000002,Others on the ball,Touch,8.0,91.0,12.0,88.0
8,Opponent8,Opponent8_M5,,2H,923.780831,Others on the ball,Touch,12.0,88.0,20.0,82.0
8,Opponent8,Opponent8_M3,,2H,924.8064519999998,Duel,Ground loose ball duel,20.0,82.0,14.0,83.0
8,Huskies,Huskies_F1,,2H,924.888989,Duel,Ground loose ball duel,80.0,18.0,86.0,17.0
8,Opponent8,Opponent8_M3,,2H,926.0078170000002,Pass,Simple pass,14.0,83.0,24.0,73.0
8,Huskies,Huskies_M3,,2H,928.2277389999999,Duel,Ground defending duel,76.0,27.0,81.0,28.0
8,Opponent8,Opponent8_M5,,2H,928.4029390000001,Duel,Ground attacking duel,24.0,73.0,19.0,72.0
8,Huskies,Huskies_M3,,2H,929.682112,Foul,Foul,81.0,28.0,76.0,27.0
8,Opponent8,Opponent8_D3,Opponent8_D2,2H,945.656857,Pass,Simple pass,20.0,32.0,25.0,74.0
8,Opponent8,Opponent8_D2,Opponent8_D3,2H,947.4532290000002,Pass,Simple pass,25.0,74.0,27.0,46.0
8,Opponent8,Opponent8_D3,,2H,953.508069,Pass,High pass,27.0,46.0,73.0,91.0
8,Huskies,Huskies_D4,,2H,956.7071529999998,Pass,Head pass,27.0,9.0,38.0,0.0
8,Opponent8,Opponent8_D1,,2H,987.4726879999998,Free Kick,Throw in,58.0,100.0,84.0,91.0
8,Opponent8,Opponent8_F1,,2H,990.13258,Duel,Ground loose ball duel,84.0,91.0,81.0,89.0
8,Opponent8,Opponent8_F1,Opponent8_M2,2H,990.3832819999998,Pass,Head pass,81.0,89.0,84.0,89.0
8,Opponent8,Opponent8_M2,,2H,990.538775,Others on the ball,Touch,84.0,89.0,90.0,88.0
8,Opponent8,Opponent8_M2,,2H,990.7134599999999,Duel,Ground attacking duel,90.0,88.0,86.0,76.0
8,Huskies,Huskies_D3,,2H,990.7814840000001,Duel,Ground defending duel,10.0,12.0,14.0,24.0
8,Opponent8,Opponent8_F1,,2H,992.65643,Duel,Ground attacking duel,86.0,76.0,73.0,70.0
8,Huskies,Huskies_M3,Huskies_F2,2H,994.7925399999999,Pass,Simple pass,27.0,30.0,40.0,34.0
8,Huskies,Huskies_F2,Huskies_M9,2H,996.0047530000002,Pass,Simple pass,40.0,34.0,60.0,49.0
8,Huskies,Huskies_M9,,2H,998.1938260000002,Others on the ball,Touch,60.0,49.0,52.0,29.0
8,Huskies,Huskies_M9,,2H,999.0753009999999,Duel,Ground loose ball duel,52.0,29.0,53.0,24.0
8,Opponent8,Opponent8_M3,Opponent8_D1,2H,999.4232729999999,Pass,Simple pass,47.0,76.0,23.0,85.0
8,Opponent8,Opponent8_D1,Opponent8_G1,2H,1001.0258779999999,Pass,Simple pass,23.0,85.0,13.0,78.0
8,Opponent8,Opponent8_G1,Opponent8_F1,2H,1008.678488,Pass,Launch,13.0,78.0,65.0,88.0
8,Opponent8,Opponent8_F1,,2H,1011.8893269999999,Duel,Air duel,65.0,88.0,71.0,87.0
8,Huskies,Huskies_D4,,2H,1012.0525929999999,Duel,Air duel,35.0,12.0,29.0,13.0
8,Huskies,Huskies_D3,,2H,1014.1630369999998,Pass,High pass,29.0,13.0,72.0,46.0
8,Opponent8,Opponent8_D3,Opponent8_D4,2H,1019.5279070000001,Pass,Simple pass,28.0,54.0,45.0,17.0
8,Opponent8,Opponent8_D4,Opponent8_M2,2H,1021.4563899999998,Pass,Simple pass,45.0,17.0,72.0,6.0
8,Opponent8,Opponent8_M2,,2H,1030.296472,Duel,Ground attacking duel,72.0,6.0,78.0,0.0
8,Huskies,Huskies_D1,,2H,1031.3656620000002,Duel,Ground defending duel,28.0,94.0,22.0,100.0
8,Huskies,Huskies_D1,,2H,1033.75173,Foul,Foul,22.0,100.0,28.0,94.0
8,Opponent8,Opponent8_M2,,2H,1063.1801850000002,Free Kick,Free kick cross,72.0,11.0,92.0,47.0
8,Huskies,Huskies_M3,,2H,1065.7356920000002,Duel,Air duel,8.0,53.0,2.0,74.0
8,Opponent8,Opponent8_M5,,2H,1071.091316,Pass,Cross,98.0,26.0,0.0,0.0
8,Huskies,Huskies_D6,,2H,1072.026653,Others on the ball,Touch,2.0,74.0,0.0,45.0
8,Opponent8,Opponent8_M2,,2H,1098.4087390000004,Free Kick,Corner,100.0,3.0,0.0,0.0
8,Huskies,Huskies_G1,,2H,1098.683145,Goalkeeper leaving line,Goalkeeper leaving line,100.0,100.0,0.0,97.0
8,Huskies,Huskies_D6,,2H,1100.1689310000002,Others on the ball,Clearance,4.0,58.0,8.0,70.0
8,Opponent8,Opponent8_M1,,2H,1102.4445690000002,Duel,Air duel,92.0,30.0,91.0,26.0
8,Huskies,Huskies_M1,,2H,1102.7788629999995,Duel,Air duel,8.0,70.0,9.0,74.0
8,Huskies,Huskies_M1,,2H,1104.3213230000001,Duel,Ground attacking duel,9.0,74.0,9.0,72.0
8,Opponent8,Opponent8_M1,,2H,1104.3726980000001,Duel,Ground defending duel,91.0,26.0,91.0,28.0
8,Opponent8,Opponent8_M1,,2H,1106.0483080000004,Foul,Foul,91.0,28.0,91.0,26.0
8,Huskies,Huskies_G1,,2H,1126.434408,Free Kick,Free Kick,12.0,73.0,59.0,1.0
8,Huskies,Huskies_F1,Huskies_D4,2H,1128.3654699999997,Pass,Head pass,59.0,1.0,34.0,12.0
8,Huskies,Huskies_D4,Huskies_M9,2H,1129.7325279999995,Pass,High pass,34.0,12.0,65.0,69.0
8,Huskies,Huskies_M9,,2H,1132.6392059999998,Duel,Air duel,65.0,69.0,68.0,74.0
8,Opponent8,Opponent8_D3,,2H,1132.7012880000002,Duel,Air duel,35.0,31.0,32.0,26.0
8,Opponent8,Opponent8_D4,Opponent8_M4,2H,1137.1054480000003,Pass,Simple pass,32.0,26.0,43.0,15.0
8,Opponent8,Opponent8_M4,Opponent8_M2,2H,1138.2796779999999,Pass,Simple pass,43.0,15.0,56.0,25.0
8,Opponent8,Opponent8_M2,Opponent8_M1,2H,1138.7048590000004,Pass,Simple pass,56.0,25.0,40.0,25.0
8,Opponent8,Opponent8_M1,Opponent8_M1,2H,1138.8660639999998,Pass,Simple pass,40.0,25.0,55.0,8.0
8,Opponent8,Opponent8_M1,Opponent8_M4,2H,1142.8186219999998,Pass,Simple pass,55.0,8.0,69.0,11.0
8,Opponent8,Opponent8_M4,,2H,1143.2107269999997,Others on the ball,Touch,69.0,11.0,99.0,8.0
8,Huskies,Huskies_D6,,2H,1148.059854,Duel,Ground defending duel,1.0,92.0,0.0,100.0
8,Opponent8,Opponent8_M4,,2H,1148.4026549999999,Duel,Ground attacking duel,99.0,8.0,100.0,0.0
8,Opponent8,Opponent8_M2,,2H,1175.9294849999997,Free Kick,Corner,100.0,0.0,95.0,64.0
8,Opponent8,Opponent8_D2,,2H,1178.7297680000001,Duel,Air duel,95.0,64.0,96.0,63.0
8,Huskies,Huskies_D3,,2H,1179.0081369999998,Duel,Air duel,5.0,36.0,4.0,37.0
8,Opponent8,Opponent8_D2,,2H,1180.0170010000002,Shot,Shot,96.0,63.0,0.0,0.0
8,Huskies,Huskies_G1,,2H,1208.0164059999997,Free Kick,Goal kick,100.0,100.0,63.0,24.0
8,Huskies,Huskies_F1,,2H,1211.546198,Duel,Air duel,63.0,24.0,71.0,24.0
8,Opponent8,Opponent8_D2,,2H,1211.680426,Duel,Air duel,37.0,76.0,29.0,76.0
8,Opponent8,Opponent8_D1,,2H,1212.6764890000004,Pass,Launch,29.0,76.0,76.0,36.0
8,Huskies,Huskies_D1,Huskies_D3,2H,1217.1449540000003,Pass,Head pass,24.0,64.0,27.0,37.0
8,Huskies,Huskies_D3,,2H,1219.693749,Duel,Air duel,27.0,37.0,43.0,35.0
8,Opponent8,Opponent8_M2,,2H,1219.7245650000004,Duel,Air duel,73.0,63.0,57.0,65.0
8,Opponent8,Opponent8_M3,Opponent8_D4,2H,1222.3049959999998,Pass,High pass,57.0,65.0,61.0,13.0
8,Opponent8,Opponent8_D4,Opponent8_M2,2H,1226.8969550000002,Pass,Simple pass,61.0,13.0,75.0,17.0
8,Opponent8,Opponent8_M2,,2H,1231.2405289999997,Pass,Simple pass,75.0,17.0,93.0,11.0
8,Huskies,Huskies_D6,,2H,1233.2522790000003,Duel,Ground defending duel,7.0,89.0,9.0,100.0
8,Opponent8,Opponent8_M4,,2H,1233.3938170000001,Duel,Ground attacking duel,93.0,11.0,91.0,0.0
8,Opponent8,Opponent8_D4,,2H,1247.0786779999999,Free Kick,Throw in,91.0,0.0,95.0,5.0
8,Opponent8,Opponent8_M2,,2H,1249.645504,Duel,Ground attacking duel,95.0,5.0,91.0,5.0
8,Huskies,Huskies_D6,,2H,1249.9740000000002,Duel,Ground defending duel,5.0,95.0,9.0,95.0
8,Huskies,Huskies_M1,,2H,1251.0725060000004,Duel,Ground defending duel,9.0,95.0,12.0,100.0
8,Opponent8,Opponent8_M2,,2H,1251.1481519999998,Duel,Ground attacking duel,91.0,5.0,88.0,0.0
8,Opponent8,Opponent8_D4,,2H,1257.7369900000003,Free Kick,Throw in,88.0,0.0,91.0,9.0
8,Opponent8,Opponent8_M2,Opponent8_D4,2H,1260.4343799999997,Pass,Simple pass,91.0,9.0,90.0,4.0
8,Opponent8,Opponent8_D4,,2H,1261.140351,Pass,Cross,90.0,4.0,91.0,27.0
8,Huskies,Huskies_D1,,2H,1262.8106529999995,Others on the ball,Clearance,9.0,73.0,15.0,17.0
8,Huskies,Huskies_D4,,2H,1266.791373,Pass,High pass,15.0,17.0,61.0,46.0
8,Opponent8,Opponent8_D3,,2H,1268.7734570000002,Duel,Ground loose ball duel,39.0,54.0,45.0,56.0
8,Huskies,Huskies_F2,,2H,1268.9715299999998,Duel,Ground loose ball duel,61.0,46.0,55.0,44.0
8,Opponent8,Opponent8_D3,,2H,1270.6727330000003,Foul,Foul,45.0,56.0,39.0,54.0
8,Huskies,Huskies_M6,,2H,1310.8012070000004,Free Kick,Free kick cross,64.0,54.0,87.0,63.0
8,Opponent8,Opponent8_D3,,2H,1312.7763759999998,Duel,Air duel,13.0,37.0,12.0,32.0
8,Huskies,Huskies_M3,,2H,1312.799062,Duel,Air duel,87.0,63.0,88.0,68.0
8,Opponent8,Opponent8_F1,,2H,1314.2490520000001,Duel,Air duel,12.0,32.0,13.0,35.0
8,Huskies,Huskies_D1,,2H,1314.410621,Duel,Air duel,88.0,68.0,87.0,65.0
8,Opponent8,Opponent8_F1,,2H,1315.7384469999997,Duel,Air duel,13.0,35.0,13.0,47.0
8,Huskies,Huskies_D1,,2H,1315.9629089999999,Duel,Air duel,87.0,65.0,87.0,53.0
8,Huskies,Huskies_F2,,2H,1317.0087320000002,Duel,Ground loose ball duel,87.0,53.0,73.0,79.0
8,Opponent8,Opponent8_M1,,2H,1317.1339600000001,Duel,Ground loose ball duel,13.0,47.0,27.0,21.0
8,Huskies,Huskies_M9,,2H,1317.9825060000003,Others on the ball,Touch,73.0,79.0,73.0,75.0
8,Opponent8,Opponent8_M4,,2H,1318.3552289999998,Duel,Ground defending duel,27.0,25.0,21.0,29.0
8,Huskies,Huskies_D6,,2H,1319.4138979999998,Duel,Ground attacking duel,73.0,75.0,79.0,71.0
8,Huskies,Huskies_D6,,2H,1320.6091779999997,Duel,Ground attacking duel,79.0,71.0,77.0,72.0
8,Opponent8,Opponent8_F1,,2H,1320.9550250000002,Duel,Ground defending duel,21.0,29.0,23.0,28.0
8,Opponent8,Opponent8_F1,,2H,1322.716133,Foul,Foul,23.0,28.0,21.0,29.0
8,Huskies,Huskies_M6,,2H,1380.1454780000004,Free Kick,Free kick shot,78.0,72.0,100.0,100.0
8,Opponent8,Opponent8_G1,,2H,1423.5468549999996,Free Kick,Goal kick,0.0,0.0,67.0,25.0
8,Huskies,Huskies_D1,,2H,1425.7648499999996,Duel,Ground loose ball duel,33.0,75.0,27.0,86.0
8,Opponent8,Opponent8_F1,,2H,1426.1828020000003,Duel,Ground loose ball duel,67.0,25.0,73.0,14.0
8,Huskies,Huskies_D1,,2H,1428.6854759999997,Foul,Foul,27.0,86.0,33.0,75.0
8,Huskies,Huskies_M1,Huskies_F4,2H,1440.0,Substitution,Substitution,,,,
8,Opponent8,Opponent8_M2,,2H,1452.2813269999997,Free Kick,Free kick cross,66.0,17.0,83.0,58.0
8,Opponent8,Opponent8_D2,,2H,1454.640945,Offside,,83.0,58.0,0.0,0.0
8,Huskies,Huskies_G1,,2H,1485.1354009999995,Free Kick,Free Kick,11.0,53.0,25.0,81.0
8,Huskies,Huskies_D1,,2H,1489.196699,Pass,High pass,25.0,81.0,75.0,69.0
8,Opponent8,Opponent8_D3,,2H,1491.2990879999998,Duel,Air duel,25.0,31.0,38.0,8.0
8,Huskies,Huskies_F4,,2H,1492.2524869999997,Duel,Air duel,75.0,69.0,62.0,92.0
8,Huskies,Huskies_D6,,2H,1493.9510069999997,Duel,Air duel,62.0,92.0,76.0,96.0
8,Huskies,Huskies_F2,,2H,1495.79144,Pass,Simple pass,76.0,96.0,81.0,82.0
8,Opponent8,Opponent8_D3,,2H,1497.3436380000003,Others on the ball,Clearance,19.0,18.0,26.0,0.0
8,Huskies,Huskies_D6,,2H,1509.3888319999996,Free Kick,Throw in,73.0,100.0,79.0,92.0
8,Huskies,Huskies_F2,Huskies_D6,2H,1510.5249030000004,Pass,Simple pass,79.0,92.0,72.0,97.0
8,Huskies,Huskies_D6,Huskies_F2,2H,1511.5598909999999,Pass,Simple pass,72.0,97.0,75.0,95.0
8,Huskies,Huskies_F2,,2H,1513.2139180000004,Pass,Simple pass,75.0,95.0,76.0,73.0
8,Opponent8,Opponent8_M1,,2H,1513.8783540000004,Duel,Ground defending duel,24.0,27.0,29.0,22.0
8,Huskies,Huskies_M9,,2H,1514.1449549999998,Duel,Ground attacking duel,76.0,73.0,71.0,78.0
8,Opponent8,Opponent8_M2,Opponent8_M5,2H,1515.9657109999998,Pass,Simple pass,29.0,22.0,40.0,36.0
8,Opponent8,Opponent8_M5,Opponent8_M1,2H,1519.6922080000004,Pass,Simple pass,40.0,36.0,59.0,32.0
8,Opponent8,Opponent8_M1,Opponent8_F1,2H,1520.7231659999998,Pass,Simple pass,59.0,32.0,68.0,19.0
8,Opponent8,Opponent8_F1,,2H,1523.5984120000003,Pass,Simple pass,68.0,19.0,77.0,8.0
8,Huskies,Huskies_D1,,2H,1525.0326050000003,Others on the ball,Touch,23.0,92.0,30.0,89.0
8,Huskies,Huskies_F2,Huskies_F4,2H,1528.9215290000002,Pass,High pass,30.0,89.0,76.0,66.0
8,Huskies,Huskies_F4,,2H,1532.4833079999999,Duel,Ground loose ball duel,76.0,66.0,76.0,94.0
8,Opponent8,Opponent8_D2,,2H,1532.9356959999996,Duel,Ground loose ball duel,24.0,34.0,24.0,6.0
8,Opponent8,Opponent8_D4,,2H,1534.4706399999995,Others on the ball,Touch,24.0,6.0,22.0,36.0
8,Opponent8,Opponent8_D2,,2H,1534.770136,Pass,Head pass,22.0,36.0,23.0,0.0
8,Opponent8,Opponent8_D2,Opponent8_D5,2H,1680.0,Substitution,Substitution,,,,
8,Opponent8,Opponent8_M4,Opponent8_F2,2H,1680.0,Substitution,Substitution,,,,
8,Huskies,Huskies_D6,,2H,1685.9512560000003,Free Kick,Throw in,81.0,100.0,91.0,88.0
8,Opponent8,Opponent8_F2,Opponent8_D3,2H,1688.9394670000001,Pass,Simple pass,9.0,12.0,9.0,16.0
8,Opponent8,Opponent8_D3,,2H,1690.9552890000004,Pass,Simple pass,9.0,16.0,16.0,5.0
8,Huskies,Huskies_F2,,2H,1693.8647790000005,Pass,Cross,84.0,95.0,87.0,44.0
8,Opponent8,Opponent8_D1,,2H,1695.340663,Duel,Ground loose ball duel,13.0,56.0,12.0,54.0
8,Opponent8,Opponent8_D1,,2H,1695.7522060000001,Others on the ball,Touch,12.0,54.0,8.0,59.0
8,Huskies,Huskies_F1,,2H,1696.9664039999998,Shot,Shot,92.0,41.0,100.0,100.0
8,Opponent8,Opponent8_G1,,2H,1698.8430319999998,Save attempt,Reflexes,0.0,0.0,8.0,59.0
8,Opponent8,Opponent8_D4,,2H,1734.197088,Free Kick,Throw in,73.0,0.0,90.0,7.0
8,Opponent8,Opponent8_F1,,2H,1734.9396120000001,Duel,Ground loose ball duel,90.0,7.0,92.0,9.0
8,Opponent8,Opponent8_F1,Opponent8_M2,2H,1735.4499610000003,Pass,Head pass,92.0,9.0,91.0,24.0
8,Opponent8,Opponent8_M2,,2H,1736.3887370000002,Duel,Ground loose ball duel,91.0,24.0,93.0,28.0
8,Huskies,Huskies_M3,,2H,1736.6336410000004,Duel,Ground loose ball duel,9.0,76.0,7.0,72.0
8,Huskies,Huskies_D3,,2H,1738.3527050000002,Others on the ball,Clearance,7.0,72.0,2.0,100.0
8,Opponent8,Opponent8_D4,,2H,1752.444176,Free Kick,Throw in,93.0,0.0,96.0,9.0
8,Opponent8,Opponent8_F2,Opponent8_D4,2H,1753.8792910000002,Pass,Simple pass,96.0,9.0,90.0,8.0
8,Opponent8,Opponent8_D4,Opponent8_M5,2H,1755.7413239999996,Pass,Cross,90.0,8.0,78.0,49.0
